segment_name,time_second,bitrate_kbps,resolution
ai_seg_30_720p.mp4,1,520.48,720p
ai_seg_30_720p.mp4,1,1004.57,720p
ai_seg_31_1080p.mp4,0,1111.64,1080p
ai_seg_31_1080p.mp4,0,2202.28,1080p
ai_seg_31_360p.mp4,0,217.14,360p
ai_seg_31_360p.mp4,0,416.94,360p
ai_seg_31_480p.mp4,0,321.79,480p
ai_seg_31_480p.mp4,0,627.3,480p
ai_seg_31_720p.mp4,0,564.49,720p
ai_seg_31_720p.mp4,0,1149.57,720p
ai_seg_31_1080p.mp4,1,1221.93,1080p
ai_seg_31_1080p.mp4,1,2299.87,1080p
ai_seg_31_360p.mp4,1,241.16,360p
ai_seg_31_360p.mp4,1,440.67,360p
ai_seg_31_480p.mp4,1,361.44,480p
ai_seg_31_480p.mp4,1,658.01,480p
ai_seg_31_720p.mp4,1,642.44,720p
ai_seg_31_720p.mp4,1,1164.66,720p
ai_seg_32_1080p.mp4,0,1206.81,1080p
ai_seg_32_1080p.mp4,0,2301.13,1080p
ai_seg_32_360p.mp4,0,240.56,360p
ai_seg_32_360p.mp4,0,458.12,360p
ai_seg_32_480p.mp4,0,355.62,480p
ai_seg_32_480p.mp4,0,668.96,480p
ai_seg_32_720p.mp4,0,632.74,720p
ai_seg_32_720p.mp4,0,1157.56,720p
ai_seg_32_1080p.mp4,1,1323.07,1080p
ai_seg_32_1080p.mp4,1,2404.8,1080p
ai_seg_32_360p.mp4,1,228.21,360p
ai_seg_32_360p.mp4,1,440.42,360p
ai_seg_32_480p.mp4,1,360.59,480p
ai_seg_32_480p.mp4,1,702.92,480p
ai_seg_32_720p.mp4,1,657.29,720p
ai_seg_32_720p.mp4,1,1189.49,720p
ai_seg_33_1080p.mp4,0,1295.28,1080p
ai_seg_33_1080p.mp4,0,2304.17,1080p
ai_seg_33_360p.mp4,0,285.05,360p
ai_seg_33_360p.mp4,0,526.23,360p
ai_seg_33_480p.mp4,0,408.62,480p
ai_seg_33_480p.mp4,0,765.79,480p
